BlockListIteration.thisRepN,BlockListIteration.thisTrialN,BlockListIteration.thisN,BlockListIteration.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,keyPressRun.keys,keyPressRun.rt,keyPressTrial.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,1.1972332999575883,,,,,001,2019_Mar_06_0954,untitled,3.0.1,59.73255345917707,
,,,,,,,,,,space,7.8941765000345185,,,001,2019_Mar_06_0954,untitled,3.0.1,59.73255345917707,
0,0,0,0,0,0,0,0,,,,,None,,001,2019_Mar_06_0954,untitled,3.0.1,59.73255345917707,
